text,intents
i need an early flight from dallas to houston,flight
what does fare code qo mean,abbreviation
repeating leaving denver to san francisco before 10 am what type of aircraft is used,aircraft
show me all the flights from denver to baltimore arriving may tenth,flight
what airplane types fly from pittsburgh to baltimore,aircraft
what flights are available from boston to dallas,flight
i would like information on flights from denver to san francisco after noon on wednesday,flight
i need to fly leaving philadelphia to atlanta,flight
list all flights from nashville to seattle,flight
what flights from kansas city to chicago leave next wednesday returning the following day,flight
give me a flight from memphis to las vegas and new york city to las vegas on sunday that arrive at the same time,flight
shortest flights from nashville to st. petersburg,flight
can you please show me the flights from pittsburgh to boston on wednesday of next week that arrive before noon,flight
information on american airlines from fort worth texas to philadelphia,flight
what flights are available from boston to denver today,flight
i want to leave from philadelphia and go to atlanta baltimore and boston please list these flights,flight
what classes of service does twa provide,flight
what flights does delta have between boston and san francisco,flight
please repeat the flight departures for monday august nineteenth from denver to pittsburgh,flight
do you have a delta flight to san francisco from denver on august thirtieth in the early morning,flight
give me the flights on tuesday from los angeles to pittsburgh,flight
now i need flight information leaving atlanta and arriving in baltimore in the afternoon,flight
please show me the flights from las vegas to detroit on the twenty eighth,flight
list nonstop flights from baltimore to newark on wednesday before noon,flight
what does the fare code qx mean,abbreviation
show me the flights on continental from indianapolis to san diego in the afternoon tomorrow,flight
give me flights from pittsburgh to baltimore,flight
what delta flights from cincinnati to new york city arrive at new york city before 6 pm on saturday,flight
all flights from miami to new york,flight
list flights between denver and pittsburgh,flight
what is the cheapest flight from long beach to memphis,flight
all northwest flights with stopovers in denver,flight
show all flights from miami to jfk,flight
list all flights on united from san francisco to boston,flight
what is the latest departure from boston to pittsburgh on the seventh of july,flight
show me the evening flights from baltimore to atlanta,flight
from denver to pittsburgh on april twenty first i need the cheapest flight,flight
what 's the cheapest flight from dallas to baltimore on december seventeenth,flight
list the nonstop flights from denver to washington dc,flight
display all flights leaving from toronto to san diego on us air laying over in washington dc,flight
i need a flight from los angeles to pittsburgh on monday afternoon,flight
tell me about flights from indianapolis to houston,flight
show me flights from washington to boston on friday,flight
information on flights from philadelphia to san francisco,flight
list possible round trip daily flights between boston and oakland,flight
i 'd like to go from boston to san francisco,flight
show flights from philadelphia to dallas on saturday,flight
chicago to san francisco on continental,flight
what are all the flights between san francisco and boston,flight
what is the seating capacity of a boeing 767,capacity
show me the evening flights from atlanta to boston,flight
what flights leave from phoenix to anywhere,flight
show me the flights to love field from all other airports,flight
is there a round trip flight from baltimore to denver connecting in dallas,flight
list flights leaving denver and arriving in orlando on saturday departing after 12 pm,flight
what flights are available monday from san francisco to pittsburgh,flight
is there a flight between oakland and boston with a stopover in dallas fort worth on twa,flight
the flight will originate from boston,flight
list daily flights from oakland to boston using twa,flight
flight information on january twenty third 1992 from denver to san francisco,flight
show me the flights from boston to san francisco,flight
hi i 'm calling from boston i 'd like to make a flight to either orlando or los angeles,flight
show me all flights from san diego to phoenix on a boeing 737,flight
can you show me the flights from baltimore to dallas,flight
oakland to denver,flight
i want to travel from pittsburgh to oakland around midnight could you give me the flights,flight
please list the twa flights from las vegas to new york and fare,flight
give me flights from denver to baltimore,flight
i want to fly from boston to san francisco via dallas fort worth on american airlines,flight
what is fare code h,abbreviation
what is the earliest flight leaving from boston going to atlanta,flight
what flights go from dallas to denver leaving after 3 pm,flight
airports,airport
which airlines fly from boston to san francisco,airline
i would like the first flight into houston from dallas on march first and the last flight from houston to dallas on march first,flight
list all flights from boston to san francisco with the maximum number of stops,flight
give me the flights from pittsburgh to los angeles thursday evening,flight
what flights are available from denver to san francisco,flight
i need a flight from boston to san francisco via dallas fort worth,flight
show me the flights from love field,flight
what 're the flights from new york city to las vegas that arrive on a sunday,flight
what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,flight
show me all nonstop flights between denver and oakland leaving after noon and arriving after 5 pm,flight
show me flights from baltimore to dallas,flight
give me all the flights from miami to chicago on american airlines,flight
show me all the flights to baltimore after 6 o'clock pm,flight
list all flights from baltimore to atlanta after 12 noon thursday,flight
what is the latest flight in the day from baltimore to atlanta,flight
i actually want to go from ontario to westchester via chicago,flight
show me the flights from san francisco to boston,flight
show me the flights from dallas to baltimore at economy level,flight
give me a list of flights between denver and oakland,flight
list flights from san francisco to pittsburgh,flight
what is the cheapest round trip coach flight between dallas and baltimore leaving august tenth,flight
what is restriction ap 80,abbreviation
is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon,flight
list flights between oakland and san francisco,flight
show me all the flights from denver to las vegas,flight
i would like to see the flights available from pittsburgh to san francisco for monday,flight
what is the least expensive flight from atlanta to denver leaving on october twelfth,flight
from denver to baltimore,flight
show me flights from milwaukee to orlando on thursday morning,flight
i need to go from boston to dallas,flight
list the total number of flights to all airports by delta,quantity
show me flights from pittsburgh to dc,flight
continental airlines on saturday from chicago to seattle,flight
what is the first flight from atlanta to boston leaving on thursday september fifth,flight
show me all flights from philadelphia to baltimore,flight
information on flights from atlanta to washington dc departing on thursday before 9 am,flight
from atlanta to washington dc,flight
i 'd like a first class flight from denver to baltimore on january first,flight
show me all flights from dallas to pittsburgh on monday which leave after 8 o'clock pm,flight
what are the afternoon flights between washington and boston,flight
i would like to fly to san francisco from washington dc,flight
show me wednesday afternoon flights from denver to san francisco,flight
a first class flight on american to san francisco on tuesday in the next week,flight
i 'd like a return flight from denver to atlanta evening flights,flight
flights from newark to cleveland 5 o'clock pm daily,flight
i want a flight from ontario to chicago,flight
what flights does delta have from denver to dallas after 5,flight
i 'm traveling from boston to atlanta and i 'd like to go sometime after 5 pm but i want to know what kind of airplane it 's on,aircraft
all flights from boston to washington dc after 5 pm on november eleventh economy class,flight
which airlines have nonstop flights from kansas city to chicago,airline
show me continental flights from chicago to seattle on saturday morning,flight
what is the earliest flight on friday from washington to san francisco,flight
what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma,airline
list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore,capacity
what are the flights from san jose to nashville on thursday the twentieth,flight
i want all flights from atlanta to washington dc on thursday,flight
what are the flights from dallas to boston for tomorrow night or evening,flight
show me the flights from cincinnati to denver,flight
show me all flights from denver to philadelphia which leave next saturday afternoon,flight
list all flights from boston to san francisco on us air,flight
bring up flights from milwaukee to orlando on wednesday night or thursday morning,flight
show me the flights from atlanta to baltimore,flight
where do the flights from boston to oakland stop,airport
show me all round trips from new york to miami leaving on tuesday,flight
all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning,aircraft
what are the rental car rates in dallas,ground fare
i 'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa,flight
can you tell me the latest evening flight from atlanta to denver on july seventh,flight
show me the airlines that fly between toronto and denver,airline
pittsburgh to denver,flight
i would like to book a flight from los angeles to pittsburgh on june first,flight
i want a flight from long beach to st. louis that stops in dallas,flight
which airlines serve atlanta,airline
what is the earliest morning flight leaving boston for washington,flight
i would like to book an early morning flight from tampa to charlotte on april sixth,flight
show me which flights from san francisco to pittsburgh on a monday are first class,flight
i need a flight from newark to los angeles leaving tomorrow evening,flight
show me flights from philadelphia to baltimore,flight
boston to pittsburgh wednesday,flight
us air next wednesday from cleveland to miami,flight
i want to see the cheapest flight from denver to pittsburgh,flight
what flights from st. paul to kansas city on friday with supper served,flight
show me flights from philadelphia to denver on a monday,flight
what airlines fly from boston to atlanta,airline
show me flights from denver to dc on wednesday,flight
show me the flights from san diego to newark,flight
what is the latest flight leaving washington for denver,flight
what airline besides continental flies between boston and denver,airline
i 'd like to fly from philadelphia to san francisco through dallas,flight
what flights from new york to los angeles after 10 am,flight
list flights from philadelphia to dallas that stop in atlanta,flight
show me the flights from baltimore to boston,flight
what is the earliest flight from boston to bwi that serves a snack,flight
could you tell me the flights leaving pittsburgh around midnight for oakland,flight
i 'd like information on all the flights from san francisco to pittsburgh on tuesday,flight
what airline is dl,airline
show me all flights from miami to new york,flight
what is the earliest flight from memphis to las vegas,flight
what airlines fly from boston to pittsburgh,airline
show me the earliest flight from boston to san francisco,flight
i 'd like flight information from dallas fort worth to boston on tuesday,flight
list daily flights from denver to boston,flight
what flights are from memphis to las vegas,flight
please show me the flights from boston to san francisco,flight
show me the cheapest flight from pittsburgh to atlanta on wednesday which leaves before noon and serves breakfast,flight
philadelphia to san francisco please,flight
delta flights to dallas please,flight
show me flights from pittsburgh to atlanta on monday afternoon,flight
i 'd like the earliest flight information from boston to san francisco with a meal,flight
show me the earliest flight on wednesday from baltimore to newark,flight
show me flights from denver to philadelphia,flight
what are the flights from milwaukee to orlando on wednesday night,flight
show me the flights from atlanta to boston,flight
what are the flights from cleveland to indianapolis for wednesday the twelfth,flight
i would like a flight from boston to denver on monday,flight
please list all flights from philadelphia to boston,flight
which airlines have flights between philadelphia and pittsburgh,airline
give me the list of flights for continental between denver and boston,flight
what does us mean,abbreviation
what is the earliest breakfast flight from philadelphia to fort worth,flight
how much would car rental cost in atlanta,ground fare
find the flights leaving dallas and going to san francisco that leave after 5 pm,flight
is there a round trip flight from atlanta to dallas via denver,flight
what flights are there from new york city to las vegas,flight
what airlines are there,airline
show me flights from boston to pittsburgh after 1700 hours on wednesday,flight
where is mco,city
list all flights from baltimore to philadelphia,flight
i would like an early morning nonstop flight from new york to las vegas on february twenty eighth,flight
do you have an american airlines flight from denver to san francisco in the early morning,flight
list all flights from denver to san francisco on wednesday afternoon,flight
what flights are there from atlanta to oakland on thursday,flight
please show me all one way first class flights from indianapolis to memphis,flight
what is the latest flight from milwaukee to seattle tomorrow,flight
what is the first flight after 12 noon from washington for denver,flight
list the cheapest flight from charlotte to memphis,flight
show me the flights available from san francisco to pittsburgh for tuesday and also the price,flight
do you fly a 747 from baltimore to san francisco,flight
what flights go from boston to dallas,flight
what airlines flies out of atlanta,airline
show me the flights from cincinnati to denver,flight
how do you travel from san francisco airport to downtown san francisco,flight
i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,flight
which nonstop flight from atlanta to oakland leaves in the afternoon and arrives at 5 pm,flight
need an inexpensive flight from baltimore to san francisco,flight
now show me flights from pittsburgh to philadelphia,flight
i need to go from philadelphia to dallas,flight
i want to travel from kansas city to st. paul and be there by dinnertime,flight
show me all flights from philadelphia to denver on sunday which leave philadelphia after noon,flight
show me the flights from columbus to charlotte,flight
show me all flights from pittsburgh to dallas,flight
what does ewr mean,abbreviation
give me the flights and fares on december twenty seventh from indianapolis to orlando,flight airfare
all right do you have a flight from atlanta to boston,flight
i would like to see flights from denver to philadelphia,flight
what flights arrive in seattle from on continental,flight
show me flights to dallas from san francisco and atlanta and pittsburgh,flight
do you have a flight from salt lake city to st. petersburg on june second,flight
i 'd like flights on american airlines from philadelphia to dallas arriving before 1145 am,flight
flights from newark new jersey to minneapolis,flight
please list all delta flights from kansas city to salt lake city,flight
show me the aircraft that canadian airlines uses,aircraft
show flights between boston and denver,flight
show me one way flights from milwaukee to orlando,flight
i would like information on flights from oakland california to dallas leaving on sunday morning,flight
show me the flights from philadelphia to dallas,flight
i want to arrive in detroit around 6 pm and i 'm leaving from chicago,flight
all delta flights to everywhere if you can,flight
which airlines have flights from san francisco to washington by way of indianapolis,airline
which united flights from boston to san francisco make connections,flight
find a flight from philadelphia to san francisco please on delta,flight
show me the flights from pittsburgh to los angeles on thursday,flight
i need a flight to atlanta this afternoon,flight
i want a flight from cincinnati to burbank on american airlines and leave in the afternoon,flight
what is the cheapest flight from boston to bwi,flight
from sfo to denver,flight
what flight do you have from san francisco to pittsburgh on the evening of august twenty seventh,flight
are there any nonstop flights from san francisco to boston on thursdays,flight
i need a flight from st. petersburg to charlotte which will get me into charlotte by 5 pm or as soon thereafter as possible,flight
well i 'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning,aircraft
in flight meal oakland to philadelphia saturday,flight
what nonstop flights are available from oakland to pittsburgh,flight
tuesday morning flights between charlotte and baltimore,flight
list all flights from boston to atlanta after 6 o'clock pm on wednesday,flight
what is the latest flight leaving las vegas for ontario,flight
flights from washington dc to denver,flight
show flights between toronto and san francisco,flight
do you have a flight from philadelphia to san francisco with a stopover in dallas,flight
display flights from dallas to atlanta which depart between 2 pm and 6 pm,flight
could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,flight
what is mia,abbreviation
i would like to see the flights from baltimore to philadelphia again,flight
show united flights between pittsburgh and baltimore,flight
i 'd like to fly from minneapolis to long beach two days from today in the early morning,flight
what are the round trip flights from philadelphia to san francisco,flight
show me all flights from dallas to pittsburgh which leave on monday after 8 o'clock am,flight
i 'd like a flight from boston to san francisco leaving in the afternoon any time please,flight
next sunday flights from miami to cleveland after 1200 hours,flight
okay i 'd like a flight from boston to san francisco that leaves before 8 am,flight
show me all flights from san francisco to oakland,flight
find the earliest flight from boston to oakland that serves breakfast,flight
list daily flights from oakland to boston using united airlines,flight
what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon,flight
show me the flights from pittsburgh to baltimore,flight
what is the latest flight available between san francisco and boston,flight
show me all nonstop flights from salt lake city to cincinnati,flight
i 'm interested in a flight from dallas to washington and i 'm also interested in going to baltimore,flight
i would like the earliest morning flight from atlanta to philadelphia on wednesday morning,flight
show me the flights from dallas to atlanta,flight
what are the cities that american airlines serves,city
please show me flights from philadelphia to baltimore between 10 am and 2 pm,flight
i would like a flight from philadelphia to dallas that makes a stop in atlanta,flight
how can i get from indianapolis to montreal in the evening,flight
all flights from boston to washington dc on november eleventh,flight
what flights leave seattle on sunday on continental after 9 pm,flight
list flights from philadelphia to san francisco via dallas,flight
may i fly from san francisco to baltimore,flight
show me the nonstop flights from dallas to houston,flight
show me the flights from new york to los angeles with stop in milwaukee,flight
i want to fly from atlanta to philadelphia,flight
show me the flights out of love field,flight
list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 pm,flight
show me all flights from indianapolis,flight
what are the flights on tuesday october first from atlanta to baltimore,flight
show me all flights from san francisco to washington dc,flight
what flights are available from atlanta to oakland with one way economy fares,flight
find a flight from san francisco to boston on wednesday,flight
show me flights denver to washington dc on thursday,flight
show me all flights arriving to denver from oakland,flight
show me all flights between san francisco and philadelphia on september fifteenth with departure time after 12 pm,flight
please list me the flights and their cost of all airlines flying from denver to baltimore,flight airfare
show me the cheapest round trips from dallas to baltimore,flight
show flights from denver to oakland,flight
i want to go between boston and washington early in the morning,flight
i need information on a flight from boston to denver,flight
i would like a nonstop flight from jfk to las vegas on march second,flight
flights from kansas city to cleveland,flight
show me the cheapest one way flights from pittsburgh to dallas leaving pittsburgh between noon and 2 pm,flight
am flights from dallas to san francisco,flight
show me airports near washington dc,airport
do you have a flight from atlanta to boston that will stop in washington,flight
what is the cheapest flight from long beach to memphis,flight
what is the latest flight from philadelphia to boston,flight
does continental airlines fly from pittsburgh to atlanta,flight
what flights go from newark to boston after 1024 in the morning,flight
i need to find a flight from philadelphia to san francisco that has a stopover in dallas,flight
show me a list of flights from denver to baltimore on united for august third,flight
please show me airlines with flights from denver to boston stop philadelphia,airline
is there a flight on united airlines from boston to denver,flight
what flights are there on saturdays from philadelphia to denver,flight
give me flights from chicago to seattle on saturday morning,flight
i want a nonstop flight from indianapolis to toronto that leaves thursday morning,flight
can i go from boston to san francisco with a stopover in denver,flight
what flights leave san francisco on monday night and arrive at atlanta later in the evening,flight
i 'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh,flight
show me airports in washington dc,airport
please give me direct morning flights from pittsburgh to atlanta,flight
i 'd like a flight from burbank to tacoma washington,flight
find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop,flight
what does mco stand for,abbreviation
i 'd like to fly between boston and san francisco,flight
show me flights from new york to miami,flight
show me all flights from pittsburgh to oakland that arrive after 10 am,flight
i want the flights from denver to pittsburgh,flight
what flights from boston to pittsburgh after 723 pm,flight
i need a cheap flight from baltimore to san francisco,flight
show me the flights from boston to oakland,flight
i would like to fly from pittsburgh to atlanta on us air at the latest time possible in the evening,flight
what is the name of the airport in philadelphia,airport
show me the flights leaving charlotte to atlanta around 7 pm next tuesday,flight
looking for flights in toronto to san diego,flight
show me the flights from atlanta to denver on friday,flight
what is the latest flight in the day to arrive in boston from baltimore,flight
list all flights arriving in pittsburgh monday evening from san francisco that first class,flight
how many cities are served by twa with first class flights,quantity
show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday,flight
what 's the earliest flight from pittsburgh to baltimore on thursday morning,flight
i need a flight from charlotte to newark leaving today evening,flight
show me all flights from orlando to san diego on a boeing 737,flight
what is the earliest flight between boston and washington,flight
what type of aircraft is used flying from atlanta to denver before 12 noon,aircraft
where is lester pearson airport,city
please give me the cheapest flight from denver to pittsburgh,flight
all the flights from baltimore to san francisco,flight
what flights go from charlotte to baltimore in the morning,flight
when do planes leave boston for,flight
i 'd like to fly nonstop from atlanta to baltimore and get there at 7 pm,flight
an american airlines flight first class from philadelphia to dallas,flight
flights from boston to pittsburgh,flight
find a flight from boston to washington on monday,flight
show me the united flights from denver to baltimore,flight
show me flights from washington dc to san francisco with a stopover in denver,flight
what is fare code qo mean,abbreviation
what are the flights from dallas to san francisco on tuesday october first,flight
list round trip flights between boston and oakland using twa,flight
what flights are there on wednesday evening from denver to sfo,flight
i 'm traveling to dallas from philadelphia,flight
i would like the flight from atlanta to denver that has the cheapest one way fare,flight
show me all flights from dallas to san francisco,flight
i would like information on flights leaving early monday morning from atlanta to baltimore,flight
i want to fly from boston to baltimore,flight
i would like a flight leaving from washington to boston at 110 pm on august twentieth,flight
northwest flights with stops in denver,flight
what are the flights and prices from la to charlotte for monday morning,flight
show me all twa flights please,flight
could you tell me what morning flights are available from oakland to denver before 10 am,flight
on monday show me flights from baltimore to dallas,flight
which airlines fly between boston and philadelphia,airline
i 'd like to see flights from baltimore to atlanta that arrive before noon and i 'd like to see flights from denver to atlanta that arrive before noon,flight
what are the cities served by delta airlines,city
i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10 am,flight
can you show me evening flights from nashville to houston that serve dinner,flight
what are the afternoon flights leaving from dallas to san francisco on american airlines,flight
list all the flights that takeoff from general mitchell international,flight
show me all flights from atlanta to washington with prices,flight
all flights from charlotte to anywhere on us air around 1 pm,flight
show me next wednesday 's flights between phoenix and milwaukee,flight
i would like to travel from washington dc to pittsburgh on august twentieth,flight
on april twenty would like to fly from denver to pittsburgh at about 8 o'clock in the morning,flight
tell me about twa flight 539,flight
list lowest cost flight from dallas to baltimore that serves a meal,flight
sure i want to go from philadelphia to dallas,flight
i want to fly from philadelphia to dallas and make a stopover in atlanta,flight
list flights from phoenix to detroit on wednesday,flight
is there an american airlines flight in the evening from dallas to san francisco,flight
i 'd like to see the fare code again qx,abbreviation
show me the flights from salt lake city to st. petersburg on wednesday,flight
show me the delta flights from san francisco to boston,flight
now i 'd like to see flights from detroit to st. petersburg on the next tuesday,flight
what flights go from dallas to tampa,flight
show me the flights from washington dc to san francisco with a stopover in denver,flight
what flights from kansas city to denver after 845 in the morning,flight
i want to fly nonstop from denver to dallas,flight
flights from baltimore to philadelphia please,flight
does american airlines fly to san francisco from atlanta,flight
yes i 'm looking for a flight between oakland and boston with a stopover in dallas fort worth do you have one of those,flight
a flight on continental airlines leaving boston and going to denver,flight
show all flights and fares from pittsburgh to san francisco,flight airfare
what are the cheapest one way flights from atlanta to denver,flight
show me a list of flights from pittsburgh to baltimore on august third,flight
show me the flights from westchester county to cincinnati,flight
i wish to book a flight from pittsburgh to atlanta coach discount fare,flight
show me the last flight from love field,flight
also show me all flights from oakland to denver,flight
show me the airlines,airline
what flights are there from newark to tampa,flight
wednesday morning flights between baltimore and newark new jersey,flight
all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,flight airfare
show me the flights from philadelphia to baltimore,flight
show flights from san francisco to denver on wednesday and thursday,flight
thanks and what 's the last flight back from washington to boston,flight
list flights from pittsburgh to atlanta on the evening of august sixth,flight
show me flights from seattle to san francisco that leave after 5 pm,flight
how many cities are served by american airline with first class flights,quantity
list daily flights from boston to oakland using twa,flight
i 'd like to go from boston to atlanta sometime after 5 pm can you tell me the flights that could do that for me,flight
okay i need to get a flight from houston to seattle,flight
which airlines fly between boston and baltimore,airline
is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,flight
looking for a flight from toronto to san diego,flight
are there any nonstop flights leaving from denver arriving in baltimore on july seventh,flight
flights from newark to boston,flight
show me all overnight flights from washington dc to san francisco and list their fares,flight
i 'd like to know what type of plane flies from boston to dallas fort worth after 530,aircraft
one way,flight
what airline is ea,airline
which united airlines flight flies from boston to san francisco and makes a stopover in philadelphia,flight
give me the cheapest flight from charlotte to long beach,flight
what are the flights from new york city to las vegas,flight
how many first class flights does united have leaving from all airports today,quantity
all united airlines flights with stopovers in denver,flight
please list the flights from philadelphia to toronto,flight
show me flights between milwaukee and phoenix on saturday or sunday american airlines,flight
what are the flights available after 3 pm between denver and san francisco,flight
can you list all the airlines that have flights from boston to san francisco,airline
i would like to fly from denver to boston on wednesday the twenty first,flight
what is the latest afternoon flight departing san francisco and arriving in boston on november ninth,flight
show me the flights from boston to pittsburgh on wednesday,flight
i would like to book a flight on us air first class from cleveland to miami on february twenty fourth,flight
i want a flight from denver to pittsburgh then from pittsburgh to atlanta then from atlanta back to pittsburgh back to denver,flight
what are the classes of service for american airlines,flight
show me the cities served by canadian airlines international,city
what is the meaning of fare code qx and qw,abbreviation
list all nonstop flights from newark to tampa leaving on friday,flight
i 'm trying to make a connection between denver and san francisco does delta airline fly between those two,flight
flight from denver to san francisco in the afternoon,flight
show me flights from san francisco to seattle,flight
what are the flights from pittsburgh to oakland,flight
is there a flight around 3 pm from charlotte to minneapolis,flight
show flights from denver to oakland arriving between 12 and 1 o'clock,flight
what flights takeoff and land at general mitchell international,flight
morning flights from pittsburgh to atlanta on wednesday,flight
what are my meal options from boston to denver,meal
what first class flights are available from denver to baltimore on july twenty fifth 1991,flight
what flights go from boston to atlanta next tuesday,flight
what is sa,abbreviation
show me all flights that depart from san francisco and go to either boston philadelphia or baltimore,flight
i need a flight from pittsburgh to new york city,flight
how many people fly on a turboprop,capacity
what are the flights from charlotte to atlanta returning on tuesday july thirteenth,flight
what type of aircraft flies from pittsburgh to baltimore,aircraft
please show me the return flights from miami to new york,flight
flights from charlotte to baltimore,flight
show me the airlines that fly from toronto to san francisco,airline
please list all united flights between pittsburgh and baltimore,flight
list the morning flights between atlanta and dallas,flight
do you have one to denver from philadelphia,flight
show all tuesday morning flights from pittsburgh to denver,flight
show me flights from san francisco to dallas please,flight
i would like a flight from dallas to philadelphia,flight
what is your last flight leaving san francisco and arriving in denver,flight
show me round trips from houston to las vegas nonstop,flight
find me the earliest flight from boston to atlanta and the latest return to boston on the same day,flight
what is fare code f,abbreviation
could you tell me if delta flight 296 serves breakfast,flight
i have two friends that would like to visit me on wednesday here in washington dc one of them lives in denver and the other lives in miami,flight
show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars,flight
show me the flights from boston to philadelphia,flight
does united airline have any flights from dallas to san francisco,flight
tell me about flights from atlanta to charlotte north carolina leaving on monday and arriving in charlotte,flight
i would like to fly from denver to pittsburgh on united airlines,flight
what is the cheapest flight from denver to oakland,flight
flight from philadelphia to dallas arriving before 4 pm on saturday,flight
list american airlines flights from newark to nashville,flight
what is the earliest flight from boston to denver,flight
show me flights from atlanta to philadelphia in the morning,flight
what is the earliest flight leaving boston and going to washington on september third,flight
what is the earliest flight from boston to oakland that serves a meal,flight
what flights are there from dallas to pittsburgh on monday morning,flight
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,flight airfare
what flights leave denver before noon on northwest airlines,flight
what flights does delta have from dallas to denver after 5 o'clock,flight
show me the flights from baltimore to oakland,flight
show me all the direct flights from atlanta to baltimore,flight
list types of aircraft that connect boston and san francisco,aircraft
find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm,flight
what 's the earliest flight i can get between boston and dallas,flight
all flights from boston to washington dc on november eleventh,flight
what 's the name of the denver airport,airport
show me flights from anywhere to philadelphia arriving after 2100,flight
give me the flights for american airline from philadelphia to dallas,flight
what is the earliest flight in the morning to arrive in baltimore from boston,flight
find me a flight from boston to san francisco with a layover in denver,flight
show me the nonstop flights from nashville to st. louis,flight
flights from atlanta august second,flight
show me the flights from denver to westchester county,flight
list the wednesday flights from denver to baltimore arriving in baltimore between 1115 am and 1245 pm,flight
show me the list of us air flights between boston and dc,flight
is bwi washington,city
show flights on us air from pittsburgh to oakland connecting through denver,flight
what is the earliest flight leaving boston and arriving in atlanta on november seventh,flight
i would like information information on flights from san francisco to denver on thursday morning,flight
are there any nonstop flights from philadelphia to denver that arrive before 5 pm,flight
please list all flights on northwest and united airlines that go to denver,flight
how many passengers can a boeing 737 hold,capacity
i would like to fly from st. paul to san jose monday morning from san jose to houston tuesday morning and from houston to st. paul on wednesday morning,flight
what are the flights from tacoma to san jose on wednesday the nineteenth,flight
list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars,flight
what is the last flight of the day to leave baltimore for boston,flight
please give me flight schedules from baltimore to philadelphia,flight
on november twenty third of this year 1991 i 'd like to fly from atlanta to denver and i 'd like to fly on delta,flight
what flights are available between boston and washington arriving in washington at 630,flight
what are the flights from milwaukee to orlando on wednesday,flight
let 's look at baltimore to philadelphia again,flight
i 'd like to get a flight from washington to oakland with a stopover in dallas fort worth for september fifteenth,flight
list all flights leaving denver on continental on sunday after 934 pm,flight
give me a list of flights between pittsburgh and baltimore,flight
i would like a flight from washington to boston leaving at 230 on august twentieth,flight
i need a reservation from baltimore to san francisco,flight
list all the landings at general mitchell international,flight
what nonstop flights between boston and washington arrive after 4 o'clock pm,flight
flights from new york city to montreal,flight
list the flights from st. paul to san jose and from st. paul to houston,flight
what are the afternoon flights from denver to san francisco,flight
what does fare code qo mean,abbreviation
all flights from boston to washington,flight
give me all flights from boston to philadelphia next week arriving after lunch,flight
what flights from houston to milwaukee on friday on american airlines,flight
what are your flights from pittsburgh to baltimore,flight
please show me flights from dallas to denver,flight
please show me all the flights from denver to oakland that are nonstop,flight
what are the evening flights flying out of dallas and going to san francisco on american airlines,flight
show me the flights on friday from newark to tampa,flight
flights from san jose to st. paul,flight
i 'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i 'd say about mealtime,flight
please list the thursday morning flights from st. louis to st. paul,flight
find travel arrangements for a round trip flight from boston to pittsburgh arriving after 8 pm,flight
could you tell me about flights from philadelphia to dallas that arrives in the early afternoon,flight
flights from baltimore to philadelphia where the round trip fare is less than 1000 dollars,flight
i 'm trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,flight no
what are all the flights into atlanta 's airport,flight
what flights go from boston to atlanta,flight
i 'm looking for a flight from oakland to denver with a stopover in dallas fort worth,flight
show me all flights from boston to denver which arrive in denver wednesday before noon,flight
what flight is available at noontime from boston to washington what flight is available around noontime from boston to washington,flight
of all airlines which airline has the most arrivals in atlanta,airline
what flights go from philadelphia to dallas via atlanta,flight
give me return flights from philadelphia to san francisco for december third,flight
what kind of airline is flight ua 281 from boston to denver,airline
what aircraft is co 1209,aircraft
what are the flights from chicago to indianapolis,flight
show me the flights on american airlines from fort worth to denver on the evening of july eleventh,flight
i want a cheap from denver to atlanta,flight
list all flights going from boston to atlanta after 6 o'clock pm on wednesday,flight
do you have a flight on wednesday from denver to washington dc nonstop,flight
i 'd like to take a flight from washington dc stop in denver and with my final destination as san francisco,flight
i want wednesday flights from atlanta to washington dc,flight
show all wednesday morning flights from denver to boston,flight
flights from phoenix to las vegas,flight
are there any flights from milwaukee to tacoma on friday june eleventh,flight
what flights are available from pittsburgh to baltimore on july twenty fifth 1991,flight
show morning flights from san francisco to pittsburgh,flight
